Time,Protocol,Flag,Family,Clusters,SeddAddress,ExpAddress,BTC,USD,Netflow Bytes,IP Address,Threat Level,Port,Prediction,Payload Size,Number of Packets,Application Layer Data,User-Agent,Geolocation,Logistics ID,Anomaly Score,Event Description,Response Time,Session ID,Data Transfer Rate,Error Code
2020-07-01 09:54:41,TCP,SYN,Normal,5,103.49.85.79,124.187.158.165,0.98,684.77,8016,61.188.134.110,Benign,53,No Attack,879,1,GET /status,Mozilla/5.0,Airport ABC,LGT27508,0.06,Connection Attempt,492 ms,SESS3075,3.12 Mbps,200
2022-06-12 01:16:14,TCP,FIN,Normal,4,172.46.145.36,10.98.144.189,0.05,568.58,7171,107.178.255.103,Benign,443,No Attack,795,8,QUERY /info,Mozilla/5.0,Airport DEF,LGT81317,0.01,Data Query,138 ms,SESS8536,6.16 Mbps,404
2021-05-13 08:18:49,UDP,ACK,Normal,5,79.149.177.172,47.146.145.49,0.53,30.87,3462,134.155.147.181,Benign,21,No Attack,1015,8,GET /status,Mozilla/5.0,Airport ABC,LGT83977,0.04,Data Query,237 ms,SESS5972,9.54 Mbps,404
2022-06-28 01:09:44,TCP,SYN,Normal,3,57.62.158.171,104.243.194.141,0.46,931.9,13695,12.141.82.203,Benign,21,No Attack,162,7,GET /status,Mozilla/5.0,Airport DEF,LGT66410,0.07,Data Query,152 ms,SESS4485,1.23 Mbps,500
2023-08-19 14:54:13,UDP,SYN,Normal,3,48.22.242.215,56.249.250.142,0.53,140.54,12527,84.43.1.43,Benign,443,No Attack,1407,7,QUERY /info,Mozilla/5.0,Airport XYZ,LGT37488,0.05,Data Query,593 ms,SESS5851,5.62 Mbps,403
2021-11-24 21:02:48,UDP,SYN,Normal,2,20.145.110.104,135.36.175.152,0.53,58.4,3905,46.66.168.79,Benign,443,No Attack,1319,5,POST /upload,Mozilla/5.0,Airport XYZ,LGT28088,0.02,Connection Attempt,357 ms,SESS3192,3.21 Mbps,403
2021-07-04 16:02:16,TCP,SYN,Normal,4,14.208.32.23,113.141.175.38,0.37,118.67,9494,73.16.18.246,Benign,443,No Attack,410,2,GET /status,Mozilla/5.0,Airport ABC,LGT13486,0.04,Data Query,186 ms,SESS2827,9.06 Mbps,404
2024-02-29 01:26:13,UDP,ACK,Normal,3,111.48.248.153,52.253.82.226,0.1,641.91,14261,76.29.209.138,Benign,443,No Attack,800,5,GET /status,Mozilla/5.0,Airport ABC,LGT17049,0.01,File Upload,472 ms,SESS8537,2.76 Mbps,404
2021-07-14 22:03:53,TCP,SYN,Normal,1,23.61.155.223,128.136.27.48,0.23,776.71,4000,177.111.253.109,Benign,80,No Attack,774,9,GET /status,Mozilla/5.0,Airport DEF,LGT69817,0.09,Connection Attempt,196 ms,SESS8540,2.59 Mbps,403
2022-05-02 05:18:01,UDP,SYN,Normal,5,129.122.53.99,170.214.128.178,0.09,230.86,1993,118.141.144.160,Benign,80,No Attack,988,4,GET /status,Mozilla/5.0,Airport XYZ,LGT95859,0.03,File Upload,293 ms,SESS6940,2.20 Mbps,404
2020-05-19 10:39:24,UDP,SYN,Normal,1,27.11.116.111,56.215.129.164,0.47,973.79,1664,90.170.106.207,Benign,53,No Attack,1170,4,POST /upload,Mozilla/5.0,Airport XYZ,LGT85585,0.05,File Upload,555 ms,SESS6241,6.32 Mbps,200
2020-10-28 02:32:30,TCP,ACK,Normal,1,53.74.115.31,51.230.223.212,0.57,918.07,3876,108.35.81.161,Benign,443,No Attack,1326,8,GET /status,Mozilla/5.0,Airport DEF,LGT51383,0.07,File Upload,383 ms,SESS4649,8.67 Mbps,500
2023-12-11 09:36:30,TCP,SYN,Normal,3,137.4.50.21,186.100.59.143,0.97,625.56,9257,14.162.229.52,Benign,21,No Attack,725,4,POST /upload,Mozilla/5.0,Airport XYZ,LGT32945,0.09,Connection Attempt,264 ms,SESS1124,8.45 Mbps,404
2020-04-07 14:31:11,UDP,ACK,Normal,5,145.192.110.156,107.75.179.142,0.91,77.62,1488,31.57.15.199,Benign,21,No Attack,1361,7,GET /status,Mozilla/5.0,Airport ABC,LGT19125,0.09,Connection Attempt,507 ms,SESS2231,6.10 Mbps,200
2023-11-04 20:25:56,UDP,ACK,Normal,5,41.244.155.73,118.214.0.48,0.08,472.08,2245,186.117.121.190,Benign,21,No Attack,1065,9,GET /status,Mozilla/5.0,Airport ABC,LGT79879,0.02,File Upload,532 ms,SESS1227,4.79 Mbps,404
2023-03-07 16:39:42,TCP,ACK,Normal,1,79.215.195.46,73.102.242.96,0.38,232.24,11561,158.251.68.220,Benign,21,No Attack,188,6,QUERY /info,Mozilla/5.0,Airport DEF,LGT91724,0.09,File Upload,564 ms,SESS9346,9.85 Mbps,403
2021-06-06 08:50:09,TCP,ACK,Normal,4,134.81.67.236,147.214.137.120,0.9,973.37,9335,23.242.176.98,Benign,443,No Attack,159,4,QUERY /info,Mozilla/5.0,Airport XYZ,LGT37482,0.09,Connection Attempt,309 ms,SESS3007,4.76 Mbps,200
2022-06-17 09:44:21,TCP,ACK,Normal,5,30.195.169.58,23.255.240.162,0.92,258.41,4803,159.33.2.71,Benign,80,No Attack,481,9,GET /status,Mozilla/5.0,Airport XYZ,LGT46572,0.05,Connection Attempt,414 ms,SESS6962,7.64 Mbps,500
2022-07-20 07:08:36,TCP,ACK,Normal,4,39.71.36.151,62.35.70.244,0.78,729.61,794,125.94.226.161,Benign,80,No Attack,943,6,GET /status,Mozilla/5.0,Airport XYZ,LGT22148,0.1,File Upload,209 ms,SESS6477,0.28 Mbps,403
2022-03-04 23:30:29,UDP,SYN,Normal,1,91.9.178.140,13.208.122.48,0.33,276.64,3818,103.40.180.142,Benign,443,No Attack,906,7,POST /upload,Mozilla/5.0,Airport DEF,LGT24544,0.08,Connection Attempt,383 ms,SESS4688,6.51 Mbps,404
2022-07-15 20:08:45,UDP,ACK,Normal,4,180.81.26.138,69.76.27.141,0.51,164.72,4767,152.125.37.239,Benign,80,No Attack,255,6,POST /upload,Mozilla/5.0,Airport XYZ,LGT42324,0.05,Data Query,197 ms,SESS9450,7.64 Mbps,500
2022-05-21 14:45:23,TCP,SYN,Normal,1,11.7.233.179,82.107.78.104,0.55,844.3,11798,131.190.168.113,Benign,443,No Attack,742,8,GET /status,Mozilla/5.0,Airport DEF,LGT25163,0.03,Data Query,319 ms,SESS8750,8.82 Mbps,404
2024-01-22 10:10:56,UDP,ACK,Normal,5,29.230.218.86,24.33.179.149,0.14,480.2,1815,77.43.31.32,Benign,80,No Attack,602,7,QUERY /info,Mozilla/5.0,Airport DEF,LGT95728,0.04,Connection Attempt,310 ms,SESS1711,9.11 Mbps,500
2020-07-13 05:27:58,TCP,FIN,Normal,2,100.134.33.33,153.29.95.136,0.56,658.98,2964,180.138.20.30,Benign,80,No Attack,1430,3,GET /status,Mozilla/5.0,Airport XYZ,LGT72508,0.07,Connection Attempt,528 ms,SESS7045,5.63 Mbps,403
2021-03-10 01:46:59,TCP,ACK,Normal,5,183.120.239.71,14.216.81.157,0.08,284.77,901,82.89.17.96,Benign,80,No Attack,814,2,POST /upload,Mozilla/5.0,Airport ABC,LGT85378,0.02,File Upload,363 ms,SESS3598,6.49 Mbps,200
2021-07-03 09:43:51,UDP,SYN,Normal,1,89.107.251.113,30.119.224.27,0.89,658.55,10131,147.142.203.129,Benign,53,No Attack,315,8,GET /status,Mozilla/5.0,Airport XYZ,LGT74664,0.02,File Upload,294 ms,SESS2543,1.35 Mbps,200
2020-12-08 15:36:46,TCP,SYN,Normal,1,61.73.176.218,41.156.60.151,0.99,595.1,14420,113.139.72.148,Benign,53,No Attack,449,10,GET /status,Mozilla/5.0,Airport DEF,LGT49863,0.0,Connection Attempt,205 ms,SESS7462,4.16 Mbps,200
2021-04-17 07:05:57,UDP,ACK,Normal,1,91.33.135.48,90.23.41.82,0.19,894.3,9153,100.35.31.83,Benign,443,No Attack,975,4,GET /status,Mozilla/5.0,Airport DEF,LGT12139,0.08,File Upload,455 ms,SESS7917,1.77 Mbps,403
2020-10-19 07:26:42,TCP,ACK,Normal,3,75.90.90.147,58.24.126.83,0.65,98.69,659,53.175.227.224,Benign,21,No Attack,351,5,POST /upload,Mozilla/5.0,Airport XYZ,LGT65840,0.08,File Upload,386 ms,SESS3229,5.72 Mbps,200
2021-12-03 00:40:23,UDP,ACK,Normal,1,48.191.55.105,35.117.56.233,0.63,470.98,11422,142.153.23.54,Benign,53,No Attack,1167,8,QUERY /info,Mozilla/5.0,Airport DEF,LGT37739,0.01,File Upload,344 ms,SESS5890,3.09 Mbps,404
2022-05-02 07:09:37,UDP,FIN,Normal,4,163.135.233.72,154.182.110.27,0.6,738.1,10518,185.103.232.215,Benign,80,No Attack,1314,10,GET /status,Mozilla/5.0,Airport XYZ,LGT42525,0.09,File Upload,549 ms,SESS5662,5.32 Mbps,404
2022-09-26 03:52:28,UDP,ACK,Normal,3,131.184.46.226,99.177.183.132,0.25,995.07,9124,150.233.86.71,Benign,80,No Attack,308,9,POST /upload,Mozilla/5.0,Airport XYZ,LGT35427,0.06,File Upload,338 ms,SESS5508,6.78 Mbps,403
2023-02-19 04:16:52,UDP,FIN,Normal,4,130.221.154.220,62.40.191.153,0.3,12.13,12863,171.105.247.87,Benign,21,No Attack,431,1,GET /status,Mozilla/5.0,Airport DEF,LGT87665,0.09,File Upload,355 ms,SESS7019,1.40 Mbps,200
2020-01-16 04:40:54,UDP,SYN,Normal,3,151.36.83.221,39.55.240.68,0.29,117.69,3800,65.30.130.158,Benign,53,No Attack,1048,1,GET /status,Mozilla/5.0,Airport ABC,LGT97954,0.02,Connection Attempt,201 ms,SESS4228,6.73 Mbps,404
2021-05-20 12:06:22,UDP,ACK,Normal,2,162.171.43.25,179.92.240.132,0.44,854.14,9659,14.232.15.20,Benign,443,No Attack,1093,8,QUERY /info,Mozilla/5.0,Airport ABC,LGT72149,0.03,File Upload,215 ms,SESS8675,4.13 Mbps,403
2022-12-24 20:12:34,UDP,ACK,Normal,5,170.135.227.137,144.166.238.165,0.33,62.47,12271,55.155.155.51,Benign,443,No Attack,1282,2,GET /status,Mozilla/5.0,Airport XYZ,LGT68058,0.07,Data Query,312 ms,SESS7887,7.67 Mbps,404
2021-02-18 10:32:38,TCP,FIN,Normal,5,40.67.62.237,158.109.50.4,0.98,907.73,7544,91.22.51.221,Benign,443,No Attack,1295,2,GET /status,Mozilla/5.0,Airport DEF,LGT47362,0.05,File Upload,209 ms,SESS1511,9.09 Mbps,200
2021-04-23 09:42:40,TCP,FIN,Normal,5,77.82.66.135,151.219.87.54,0.76,388.53,11593,150.49.141.234,Benign,443,No Attack,1473,7,QUERY /info,Mozilla/5.0,Airport DEF,LGT48950,0.06,File Upload,123 ms,SESS7086,7.20 Mbps,500
2023-10-10 02:00:40,UDP,ACK,Normal,5,100.238.62.181,180.130.158.222,0.01,51.58,9479,141.167.148.124,Benign,80,No Attack,1007,2,QUERY /info,Mozilla/5.0,Airport ABC,LGT12075,0.04,File Upload,133 ms,SESS5751,3.21 Mbps,500
2021-02-14 02:17:29,UDP,ACK,Normal,4,133.9.54.120,17.93.44.205,0.31,76.2,10054,98.209.119.132,Benign,80,No Attack,633,9,QUERY /info,Mozilla/5.0,Airport XYZ,LGT74228,0.1,File Upload,492 ms,SESS8134,8.61 Mbps,404
2023-10-11 22:32:24,UDP,SYN,Normal,5,72.224.197.64,169.3.61.96,0.94,183.9,7227,188.134.212.205,Benign,53,No Attack,371,8,QUERY /info,Mozilla/5.0,Airport XYZ,LGT80717,0.01,Connection Attempt,451 ms,SESS2669,0.29 Mbps,500
2023-11-05 12:04:11,TCP,SYN,Normal,2,106.90.123.141,59.6.43.251,0.9,367.41,12687,71.61.12.81,Benign,53,No Attack,1001,3,QUERY /info,Mozilla/5.0,Airport XYZ,LGT59428,0.04,Data Query,415 ms,SESS3340,8.44 Mbps,200
2022-02-17 07:27:03,TCP,FIN,Normal,5,175.92.4.243,128.32.180.0,0.93,503.48,3477,71.55.67.155,Benign,21,No Attack,1361,1,QUERY /info,Mozilla/5.0,Airport XYZ,LGT76727,0.07,Data Query,332 ms,SESS2040,5.45 Mbps,403
2020-06-15 01:53:02,TCP,SYN,Normal,4,17.109.48.128,108.19.38.43,0.16,722.27,6540,93.70.157.56,Benign,53,No Attack,1274,1,POST /upload,Mozilla/5.0,Airport XYZ,LGT95164,0.03,File Upload,591 ms,SESS5743,4.55 Mbps,200
2024-03-15 12:57:05,UDP,SYN,Normal,4,162.221.48.50,121.47.65.87,0.61,82.39,4204,117.182.91.251,Benign,21,No Attack,412,1,GET /status,Mozilla/5.0,Airport ABC,LGT71526,0.07,Connection Attempt,326 ms,SESS9056,1.64 Mbps,403
2021-11-25 03:36:37,UDP,ACK,Normal,4,122.204.62.232,183.202.103.235,0.57,343.01,6674,84.89.223.189,Benign,21,No Attack,637,4,QUERY /info,Mozilla/5.0,Airport DEF,LGT82544,0.09,Data Query,159 ms,SESS1479,2.47 Mbps,404
2023-06-26 05:40:00,UDP,SYN,Normal,3,148.30.141.143,68.108.65.178,0.42,195.43,10645,183.128.157.216,Benign,80,No Attack,166,8,POST /upload,Mozilla/5.0,Airport DEF,LGT17685,0.04,Connection Attempt,541 ms,SESS1204,6.68 Mbps,500
2021-03-27 17:24:14,TCP,ACK,Normal,1,72.45.85.78,174.211.38.163,0.78,409.08,2678,98.217.120.159,Benign,443,No Attack,937,6,POST /upload,Mozilla/5.0,Airport XYZ,LGT62586,0.01,Data Query,75 ms,SESS9327,4.00 Mbps,404
2023-02-26 03:35:03,TCP,SYN,Normal,1,123.102.90.231,148.138.87.237,0.86,214.65,14295,105.93.237.27,Benign,443,No Attack,969,3,GET /status,Mozilla/5.0,Airport DEF,LGT51282,0.09,File Upload,236 ms,SESS1916,2.15 Mbps,403
2023-07-04 08:19:10,UDP,SYN,Normal,3,147.52.149.150,125.181.194.177,0.34,178.6,14283,175.204.37.6,Benign,80,No Attack,906,3,QUERY /info,Mozilla/5.0,Airport XYZ,LGT27504,0.07,Data Query,594 ms,SESS8394,6.44 Mbps,200
2021-07-02 02:04:48,TCP,FIN,Normal,5,175.81.72.177,53.59.48.219,0.43,879.69,14235,85.231.174.69,Benign,21,No Attack,279,4,QUERY /info,Mozilla/5.0,Airport XYZ,LGT57664,0.08,Connection Attempt,109 ms,SESS7242,5.97 Mbps,200
2021-02-23 17:22:19,UDP,SYN,Normal,5,112.20.153.95,101.251.89.216,0.52,275.76,906,133.186.39.148,Benign,443,No Attack,243,8,QUERY /info,Mozilla/5.0,Airport XYZ,LGT25373,0.08,Connection Attempt,456 ms,SESS9776,2.50 Mbps,403
2021-12-11 18:01:37,TCP,FIN,Normal,1,106.205.40.48,39.10.123.51,0.71,539.72,7337,172.71.107.128,Benign,53,No Attack,1122,4,GET /status,Mozilla/5.0,Airport ABC,LGT39270,0.03,Connection Attempt,81 ms,SESS8935,6.48 Mbps,200
2023-11-17 14:25:30,UDP,SYN,Normal,4,107.82.59.120,34.5.145.253,0.05,731.48,5430,169.45.54.247,Benign,443,No Attack,1057,10,POST /upload,Mozilla/5.0,Airport DEF,LGT66311,0.06,Data Query,542 ms,SESS2951,1.37 Mbps,200
2024-03-27 02:20:07,TCP,SYN,Normal,5,77.190.239.187,148.25.232.208,0.18,525.57,6668,86.38.102.45,Benign,21,No Attack,1361,8,GET /status,Mozilla/5.0,Airport XYZ,LGT32807,0.06,File Upload,69 ms,SESS6795,5.92 Mbps,200
2022-10-30 23:59:24,UDP,ACK,Normal,1,173.168.172.167,184.223.139.153,0.65,511.74,6639,68.59.171.181,Benign,21,No Attack,150,5,GET /status,Mozilla/5.0,Airport XYZ,LGT11431,0.06,Connection Attempt,442 ms,SESS2802,7.85 Mbps,200
2022-03-29 11:11:30,TCP,ACK,Normal,4,84.147.227.67,108.245.4.96,0.22,423.52,9923,82.146.155.166,Benign,21,No Attack,610,7,GET /status,Mozilla/5.0,Airport DEF,LGT78981,0.09,File Upload,384 ms,SESS2871,2.44 Mbps,404
2023-07-29 20:54:09,UDP,ACK,Normal,2,84.131.171.134,93.144.82.123,0.31,758.43,9051,177.192.62.29,Benign,80,No Attack,1355,8,POST /upload,Mozilla/5.0,Airport XYZ,LGT99097,0.07,Data Query,515 ms,SESS1727,1.02 Mbps,403
2023-05-03 18:36:34,UDP,ACK,Normal,5,155.14.116.217,190.83.233.67,0.34,750.27,731,172.84.52.43,Benign,21,No Attack,529,2,GET /status,Mozilla/5.0,Airport ABC,LGT15207,0.09,Data Query,506 ms,SESS6620,4.10 Mbps,200
2020-11-25 16:46:29,TCP,FIN,Normal,3,156.253.243.221,62.19.253.117,0.11,668.88,4511,162.101.187.198,Benign,53,No Attack,1161,9,QUERY /info,Mozilla/5.0,Airport DEF,LGT53324,0.03,File Upload,239 ms,SESS6616,8.36 Mbps,403
2023-05-13 15:05:34,UDP,FIN,Normal,2,68.112.200.149,171.54.223.17,0.38,850.3,5090,162.225.188.2,Benign,443,No Attack,1072,6,POST /upload,Mozilla/5.0,Airport ABC,LGT44671,0.03,Data Query,442 ms,SESS3254,7.18 Mbps,404
2023-11-07 04:31:16,UDP,FIN,Normal,1,172.155.233.246,188.198.154.127,0.56,846.81,10522,79.78.179.46,Benign,53,No Attack,272,9,GET /status,Mozilla/5.0,Airport ABC,LGT41307,0.04,File Upload,454 ms,SESS7322,6.58 Mbps,404
2021-11-07 16:21:43,TCP,FIN,Normal,2,98.92.160.145,176.234.3.181,0.5,538.45,5180,95.133.90.8,Benign,80,No Attack,1049,6,GET /status,Mozilla/5.0,Airport DEF,LGT29600,0.03,File Upload,585 ms,SESS5462,3.56 Mbps,404
2023-10-22 22:35:01,UDP,SYN,Normal,5,99.83.200.90,18.103.98.135,0.78,871.96,4483,191.128.66.230,Benign,21,No Attack,1259,3,POST /upload,Mozilla/5.0,Airport ABC,LGT60178,0.05,Data Query,600 ms,SESS2362,7.26 Mbps,403
2023-02-02 04:23:43,TCP,FIN,Normal,2,179.16.139.178,49.195.243.75,0.78,0.12,4386,107.128.197.207,Benign,21,No Attack,209,6,QUERY /info,Mozilla/5.0,Airport DEF,LGT12417,0.03,File Upload,72 ms,SESS6972,8.39 Mbps,200
2021-01-17 05:28:38,TCP,SYN,Normal,5,165.198.166.2,105.200.196.101,0.93,774.32,11835,97.233.140.222,Benign,21,No Attack,188,4,QUERY /info,Mozilla/5.0,Airport XYZ,LGT80896,0.08,Connection Attempt,478 ms,SESS7152,4.64 Mbps,200
2023-01-31 02:59:24,TCP,FIN,Normal,1,63.24.149.183,84.58.17.145,0.73,119.2,1520,143.62.43.223,Benign,21,No Attack,519,1,POST /upload,Mozilla/5.0,Airport ABC,LGT69465,0.07,Data Query,63 ms,SESS9420,9.88 Mbps,200
2021-08-23 11:09:57,TCP,FIN,Normal,5,175.89.8.60,44.43.62.68,0.85,140.65,2221,141.4.100.224,Benign,53,No Attack,573,7,GET /status,Mozilla/5.0,Airport ABC,LGT25698,0.03,Connection Attempt,517 ms,SESS1397,1.24 Mbps,403
2023-02-20 23:47:05,UDP,ACK,Normal,2,77.53.156.134,50.1.242.197,0.64,39.88,989,79.31.80.51,Benign,21,No Attack,1498,9,QUERY /info,Mozilla/5.0,Airport XYZ,LGT14451,0.06,Connection Attempt,525 ms,SESS5885,5.26 Mbps,200
2020-12-30 00:20:16,TCP,ACK,Normal,2,168.205.77.215,80.209.205.30,0.88,871.97,5328,124.254.152.99,Benign,443,No Attack,311,6,POST /upload,Mozilla/5.0,Airport XYZ,LGT21857,0.02,Data Query,152 ms,SESS8353,0.98 Mbps,200
2023-12-28 21:09:44,UDP,SYN,Normal,3,143.8.234.68,175.79.62.23,0.28,521.61,6725,176.172.22.218,Benign,80,No Attack,1424,6,QUERY /info,Mozilla/5.0,Airport DEF,LGT13532,0.07,File Upload,142 ms,SESS9051,5.53 Mbps,403
2022-11-05 04:04:48,UDP,SYN,Normal,1,104.195.52.193,156.64.161.72,0.33,9.97,11002,160.172.230.224,Benign,443,No Attack,1299,8,GET /status,Mozilla/5.0,Airport DEF,LGT25041,0.1,Data Query,86 ms,SESS9642,3.85 Mbps,500
2023-05-16 08:52:17,TCP,FIN,Normal,1,79.78.58.115,19.135.227.238,0.49,309.74,715,22.65.172.186,Benign,80,No Attack,452,2,QUERY /info,Mozilla/5.0,Airport ABC,LGT98025,0.03,File Upload,379 ms,SESS4807,0.71 Mbps,200
2023-07-25 06:27:39,TCP,FIN,Normal,2,143.214.45.167,150.219.51.85,0.04,402.26,8294,132.24.213.150,Benign,53,No Attack,651,4,GET /status,Mozilla/5.0,Airport ABC,LGT72111,0.09,Data Query,543 ms,SESS6724,9.02 Mbps,200
2020-09-27 20:54:11,TCP,SYN,Normal,3,162.122.106.241,121.203.135.18,0.25,642.07,10732,26.199.51.239,Benign,443,No Attack,1388,8,POST /upload,Mozilla/5.0,Airport ABC,LGT88407,0.07,Connection Attempt,505 ms,SESS4740,6.99 Mbps,404
2021-09-26 09:41:51,UDP,ACK,Normal,2,159.54.172.84,111.43.247.153,0.82,832.34,1935,114.156.102.131,Benign,80,No Attack,284,6,GET /status,Mozilla/5.0,Airport XYZ,LGT95281,0.08,Data Query,546 ms,SESS5479,4.66 Mbps,404
2021-06-02 22:57:00,TCP,ACK,Normal,2,177.138.202.228,95.27.190.11,0.96,547.1,5758,188.135.182.211,Benign,21,No Attack,972,1,POST /upload,Mozilla/5.0,Airport XYZ,LGT80814,0.04,Connection Attempt,184 ms,SESS7195,1.09 Mbps,403
2021-04-27 05:46:11,UDP,ACK,Normal,2,154.137.200.245,117.126.226.159,0.19,674.58,11397,105.57.105.80,Benign,53,No Attack,1102,3,GET /status,Mozilla/5.0,Airport ABC,LGT25069,0.02,File Upload,472 ms,SESS7892,8.24 Mbps,500
2023-04-02 13:55:18,TCP,FIN,Normal,3,146.222.212.177,163.80.94.202,0.42,384.58,7019,145.152.7.129,Benign,80,No Attack,1269,3,QUERY /info,Mozilla/5.0,Airport ABC,LGT55431,0.04,File Upload,595 ms,SESS2241,2.96 Mbps,500
2020-08-01 08:35:11,UDP,FIN,Normal,4,141.14.77.154,136.135.61.129,0.03,367.08,12980,84.14.202.156,Benign,443,No Attack,315,7,POST /upload,Mozilla/5.0,Airport XYZ,LGT30063,0.04,File Upload,525 ms,SESS2008,1.35 Mbps,404
2020-05-25 05:33:05,UDP,ACK,Normal,5,139.123.76.239,54.59.18.217,0.12,779.95,12258,89.141.193.159,Benign,443,No Attack,1198,2,GET /status,Mozilla/5.0,Airport XYZ,LGT71835,0.01,File Upload,57 ms,SESS1664,2.71 Mbps,200
2022-10-26 21:29:44,UDP,ACK,Normal,3,133.28.92.153,10.105.166.242,0.25,589.86,12170,22.29.235.235,Benign,21,No Attack,1256,1,QUERY /info,Mozilla/5.0,Airport DEF,LGT31233,0.08,File Upload,239 ms,SESS2968,6.27 Mbps,403
2021-10-21 18:31:30,TCP,FIN,Normal,1,51.113.242.241,45.138.147.98,0.44,98.79,2869,127.59.54.248,Benign,80,No Attack,1054,5,GET /status,Mozilla/5.0,Airport ABC,LGT10390,0.08,File Upload,63 ms,SESS5301,3.85 Mbps,403
2022-08-30 13:41:58,TCP,FIN,Normal,3,106.98.192.155,183.4.129.79,0.79,784.42,7928,105.163.226.217,Benign,21,No Attack,763,8,GET /status,Mozilla/5.0,Airport ABC,LGT94216,0.06,Data Query,186 ms,SESS9948,0.95 Mbps,200
2022-05-28 03:41:03,TCP,ACK,Normal,3,62.11.88.134,36.42.179.43,0.11,339.45,3275,164.169.95.28,Benign,21,No Attack,1377,8,QUERY /info,Mozilla/5.0,Airport XYZ,LGT10268,0.08,Data Query,227 ms,SESS4487,1.89 Mbps,404
2021-10-28 23:49:20,UDP,FIN,Normal,5,174.192.167.220,153.99.10.151,0.9,448.02,8769,139.207.123.181,Benign,53,No Attack,725,4,GET /status,Mozilla/5.0,Airport DEF,LGT57671,0.07,Connection Attempt,388 ms,SESS9187,4.53 Mbps,404
2023-07-11 19:20:49,UDP,FIN,Normal,2,53.194.148.44,146.6.194.231,0.27,517.48,3025,15.72.46.49,Benign,53,No Attack,602,1,POST /upload,Mozilla/5.0,Airport XYZ,LGT34516,0.02,Data Query,450 ms,SESS6624,9.78 Mbps,200
2020-03-08 08:12:03,TCP,ACK,Normal,2,143.14.0.9,137.158.209.235,0.51,71.85,5716,18.131.213.125,Benign,443,No Attack,975,9,GET /status,Mozilla/5.0,Airport ABC,LGT51194,0.03,Data Query,261 ms,SESS1891,0.96 Mbps,403
2022-08-16 01:01:40,UDP,ACK,Normal,3,16.200.198.182,66.174.214.21,0.39,20.0,13777,39.80.192.115,Benign,80,No Attack,1377,8,GET /status,Mozilla/5.0,Airport ABC,LGT59580,0.05,File Upload,366 ms,SESS5551,6.12 Mbps,500
2023-02-28 03:23:25,TCP,ACK,Normal,3,180.117.86.116,141.177.232.53,0.27,415.21,3216,30.181.232.239,Benign,80,No Attack,618,2,GET /status,Mozilla/5.0,Airport XYZ,LGT21125,0.02,Connection Attempt,240 ms,SESS8991,7.90 Mbps,404
2022-08-26 23:35:27,UDP,SYN,Normal,2,72.93.125.138,70.155.195.5,0.28,336.11,4856,20.230.75.73,Benign,21,No Attack,1387,6,GET /status,Mozilla/5.0,Airport XYZ,LGT89543,0.02,Connection Attempt,263 ms,SESS7350,7.76 Mbps,403
2022-06-01 13:22:06,UDP,ACK,Normal,4,99.24.47.210,68.73.199.96,0.51,822.63,5402,187.69.62.106,Benign,53,No Attack,973,4,GET /status,Mozilla/5.0,Airport ABC,LGT36371,0.05,Connection Attempt,179 ms,SESS6545,0.84 Mbps,500
2022-07-16 07:38:16,TCP,ACK,Normal,3,125.249.123.10,167.39.179.171,0.71,383.68,3664,29.249.61.222,Benign,80,No Attack,1374,2,POST /upload,Mozilla/5.0,Airport DEF,LGT50466,0.0,Data Query,567 ms,SESS1656,0.97 Mbps,404
2022-09-13 07:07:04,UDP,SYN,Normal,1,176.133.165.230,75.227.23.72,0.45,591.88,7722,62.197.45.33,Benign,80,No Attack,1225,2,POST /upload,Mozilla/5.0,Airport DEF,LGT63916,0.01,Connection Attempt,342 ms,SESS4916,9.66 Mbps,404
2020-09-19 17:57:47,TCP,SYN,Normal,1,30.40.11.169,93.10.95.212,0.02,510.55,12884,115.145.20.100,Benign,21,No Attack,1361,9,POST /upload,Mozilla/5.0,Airport ABC,LGT23561,0.1,Data Query,371 ms,SESS3788,6.59 Mbps,404
2023-11-18 15:19:28,TCP,FIN,Normal,1,82.4.211.2,37.81.77.153,0.47,314.42,8044,154.255.59.10,Benign,53,No Attack,1152,2,GET /status,Mozilla/5.0,Airport ABC,LGT19563,0.07,File Upload,370 ms,SESS6107,5.66 Mbps,404
2023-03-23 01:51:27,TCP,FIN,Normal,4,114.21.177.174,70.122.78.212,0.14,694.97,5063,81.32.138.244,Benign,53,No Attack,350,7,POST /upload,Mozilla/5.0,Airport ABC,LGT89528,0.09,Data Query,470 ms,SESS5955,2.18 Mbps,403
2020-02-22 10:22:07,TCP,SYN,Normal,3,183.205.221.104,136.170.193.149,0.55,752.83,1707,166.150.204.170,Benign,21,No Attack,451,6,QUERY /info,Mozilla/5.0,Airport DEF,LGT46411,0.09,Data Query,54 ms,SESS6927,8.72 Mbps,200
2023-11-19 08:10:13,TCP,FIN,Normal,1,95.245.15.28,116.17.150.190,0.27,911.76,13588,18.140.127.109,Benign,80,No Attack,926,6,GET /status,Mozilla/5.0,Airport ABC,LGT41924,0.06,Connection Attempt,477 ms,SESS7634,8.33 Mbps,500
2023-10-18 22:02:24,UDP,ACK,Normal,3,131.48.124.218,136.127.185.147,0.83,828.6,11873,192.225.96.7,Benign,443,No Attack,1047,1,POST /upload,Mozilla/5.0,Airport XYZ,LGT78326,0.09,File Upload,220 ms,SESS4133,8.26 Mbps,404
